No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
3870,radio bar,12100,27,35.0,$0.10,4,22,https://lbb.in/mumbai/can-you-hear-it-radio-d750be/,Mumbai,,,,Mumbai,,,,,lbb.in,radio,,can you hear it d750be,1
3871,paashh,9900,35,31.0,$0.19,3,23,https://lbb.in/pune/paashh-super-food-enjoy-dishes-f1ff5d/,Pune,,,,Pune,,Restaurant,Food & Dining,Food & Dining,lbb.in,paashh,,super enjoy dishes f1ff5d,1
3872,nfc al bake,14800,27,34.0,$0.18,2,22,https://lbb.in/delhi/3-other-things-to-order-at-al-bake/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,al bake,,other things to order at,1
3873,new movies on amazon prime,14800,39,31.0,$0.90,3,10,https://lbb.in/pune/new-movies-to-watch-on-amazon-prime/,Pune,,,,Pune,,,,,lbb.in,new movies on amazon prime,,to watch,1
3874,new udaan bhawan,14800,38,31.0,$0.11,3,19,https://merchant.lbb.in/merchant/business-details/New-Udaan-Bhawan-60966a,,,,,,,,,,merchant.lbb.in,new udaan bhawan,,merchant business details 60966a,1
3875,manhattan bar & brewery,12100,11,378.0,$0.35,10,25,https://lbb.in/delhi/manhattan-brewery-just-got-seriously-cool-upgrade/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,manhattan brewery,,just got seriously cool upgrade,1
3876,kolkata botanical garden,14800,48,31.0,$0,1,17,https://lbb.in/kolkata/botanical-garden-shibpur-for-largest-banyan-tree-in-the-world/,Kolkata,,,,Kolkata,,,,,lbb.in,botanical garden,,shibpur largest banyan tree world,1
3877,indian whiskey brands,14800,69,31.0,$0.77,1,17,https://lbb.in/bangalore/best-indian-whisky-brands/,Bengaluru,,,,Bengaluru,,,,,lbb.in,indian brands,,bangalore best whisky,1
3878,hyderabad golf club,12100,38,31.0,$0.24,5,22,https://lbb.in/hyderabad/hyderabad-golf-club-5f9ba8/,Hyderabad,,,,Hyderabad,,,,,lbb.in,golf club,,5f9ba8,1
3879,go karting in chennai,12100,32,31.0,$0.25,1,9,https://lbb.in/chennai/gokarting-at-ecr-speedway-2de19d/,Chennai,,,,Chennai,,,,,lbb.in,,,gokarting at ecr speedway 2de19d,1
3880,go karting chennai,12100,32,31.0,$0.25,1,10,https://lbb.in/chennai/gokarting-at-ecr-speedway-2de19d/,Chennai,,,,Chennai,,,,,lbb.in,,,gokarting at ecr speedway 2de19d,1
3881,ganesh peth pune,12100,34,31.0,$0.18,10,19,https://lbb.in/pune/manache-ganpati-in-pune/,Pune,,,,Pune,,,,,lbb.in,,,manache ganpati,1
3882,fun park in delhi,18100,50,31.0,$0.05,5,33,https://lbb.in/delhi/amusement-parks-in-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,amusement parks,1
3883,dump yard,12100,29,35.0,$0.04,1,27,https://lbb.in/bangalore/daily-dump/,Bengaluru,,,,Bengaluru,,,,,lbb.in,dump,,bangalore daily,1
3884,chakala metro station,8100,17,75.0,$0.13,6,13,https://lbb.in/places/Chakala-Metro-Station-andheri-east-7bd912/,,,,,Andheri,Andheri,,,,lbb.in,chakala metro station,,places 7bd912,1
3885,camera for rent,14800,66,31.0,$0.21,78,41,https://lbb.in/mumbai/photographers-recommend-camera-rentals/,Mumbai,,,,Mumbai,,,,,lbb.in,camera,,photographers recommend rentals,1
3886,cai store,14800,25,48.0,$0.39,100,53,https://lbb.in/places/The-CAI-Store-35a494/,,,,,,,,,,lbb.in,cai store,,places 35a494,1
3887,cafe park street,14800,18,111.0,$0.02,2,22,https://lbb.in/kolkata/post/cafes?locality=park-street-area-kolkata,Kolkata,,,,Kolkata,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,post,1
3888,branded wine,14800,37,31.0,$0,1,15,https://lbb.in/all/red-wine-brands/,,,,,,,,,,lbb.in,wine,,all red brands,1
3889,bookish shops,14800,65,31.0,$0.60,3,23,https://lbb.in/delhi/book-stores-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,book stores gurgaon,1
3890,best chocolate,14800,62,31.0,$0.25,94,51,https://lbb.in/all/best-homegrown-chocolate-brands/,,,,,,,,,,lbb.in,best chocolate,,all homegrown brands,1
3891,best body wash,12100,49,31.0,$0.16,100,40,https://lbb.in/bangalore/best-body-wash-online/,Bengaluru,,,,Bengaluru,,,,,lbb.in,best body wash,,bangalore online,1
3892,avani riverside mall howrah,14800,25,34.0,$0.07,3,33,https://lbb.in/kolkata/things-to-do-avani-mall/,Kolkata,,,,Kolkata,,Attraction,Tourism & Attractions,Attractions,lbb.in,avani mall,,,1
3893,vegetarian food,14800,42,31.0,$0.27,6,24,https://lbb.in/bangalore/post/vegetarian/,Bengaluru,,,,Bengaluru,,,,,lbb.in,vegetarian,,bangalore post,1
3894,truffles kalyan nagar,12100,18,82.0,$0.16,6,19,https://lbb.in/bangalore/truffles-kalyan-nagar/,Bengaluru,,,,Bengaluru,,,,,lbb.in,truffles kalyan nagar,,bangalore,1
3895,top bluetooth speaker,14800,74,31.0,$0.04,100,44,https://lbb.in/all/best-bluetooth-speaker/,,,,,,,,,,lbb.in,bluetooth speaker,,all best,1
3896,top 10 romantic movies bollywood,14800,42,31.0,$0,1,31,https://lbb.in/all/top-bollywood-rom-coms/,,,,,,,,,,lbb.in,top bollywood,,all rom coms,1
3897,the royal opera house mumbai,18100,22,63.0,$0.21,5,40,https://lbb.in/mumbai/royal-opera-house-08ff08/,Mumbai,,,,Mumbai,,,,,lbb.in,royal opera house,,08ff08,1
3898,spa in chennai,14800,15,167.0,$0.17,27,26,https://lbb.in/chennai/best-spas-in-chennai/,Chennai,,,,Chennai,,,,,lbb.in,,,best spas,1
3899,shopping mall at kolkata,14800,39,31.0,$0.07,4,26,https://lbb.in/kolkata/mall-hopping-heres-our-list-f20ea5/,Kolkata,,,,Kolkata,,,,,lbb.in,mall,,hopping heres our list f20ea5,1
3900,rose cafe,14800,15,222.0,$0.03,2,23,https://lbb.in/delhi/rose-cafe-new-dining-room-menu/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,rose,,new room menu,1
3901,places to see at ajmer,14800,37,31.0,$0.04,17,32,https://lbb.in/all/places-to-see-in-ajmer/,Ajmer,,,,Ajmer,,,,,lbb.in,places to see,,all,1
3902,orion mall bangalore,14800,28,31.0,$0.35,1,18,https://lbb.in/bangalore/mall/orion-mall-malleswaram-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,orion mall bangalore,,mall malleswaram bangalore,1
3903,mehar chand market,8100,7,694.0,$0.18,1,20,https://lbb.in/delhi/meharchand-market-shopping/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,market,,meharchand shopping,1
3904,le meridien mahabaleshwar resort and spa,14800,19,63.0,$0.30,34,29,https://lbb.in/mumbai/meridien-mahabaleshwar-hotel-resort-spa/,Mumbai,,,,Mumbai,,Hotel,Accommodation,Accommodation,lbb.in,meridien mahabaleshwar spa,,,1
3905,kolkata popular places,14800,33,31.0,$0.05,3,28,https://lbb.in/kolkata/tourist-places-in-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,places,,tourist,1
3906,johnson market,14800,7,2397.0,$0.06,1,19,https://lbb.in/bangalore/the-street-food-at-johnson-market/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,johnson market,,bangalore street at,1
3907,immaculate conception church,40500,43,31.0,$0,4,27,https://lbb.in/mumbai/church-of-immaculate-conception-borivali-e9775d/,Mumbai,,,,Mumbai,,,,,lbb.in,immaculate conception church,,borivali e9775d,1
3908,himalaya book world,9900,5,2397.0,$0.34,5,24,https://lbb.in/hyderabad/himalaya-book-world-bcc81c/,Hyderabad,,,,Hyderabad,,,,,lbb.in,himalaya book world,,bcc81c,1
3909,heart cup hyderabad,320,22,63.0,$0.01,2,25,https://lbb.in/hyderabad/heart-cup-coffee-831922/,Hyderabad,,,,Hyderabad,,,,,lbb.in,heart cup,,coffee 831922,1
3910,haldiram's green park,14800,22,39.0,$0.18,5,19,https://lbb.in/places/Haldirams-green-park-75ae87/,,,,,,,,,,lbb.in,green park,,places haldirams 75ae87,1
3911,golf course hyderabad,12100,44,31.0,$0.22,5,19,https://lbb.in/hyderabad/hyderabad-golf-club-5f9ba8/,Hyderabad,,,,Hyderabad,,,,,lbb.in,golf,,club 5f9ba8,1
3912,furniture market ulhasnagar,12100,30,34.0,$0.02,3,17,https://lbb.in/mumbai/wooden-furniture-from-ulhas-nagar/,Mumbai,,,,Mumbai,,,,,lbb.in,furniture,,wooden ulhas nagar,1
3913,famous places to visit in kolkata,12100,37,31.0,$0.06,10,22,https://lbb.in/kolkata/tourist-places-in-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,places,,tourist,1
3914,nilgiris 1905,14800,9,291.0,$0.40,2,23,https://lbb.in/chennai/nilgiris-supermarket-12fb6f/,Chennai,,,,Chennai,,,,,lbb.in,nilgiris,,supermarket 12fb6f,1
3915,nightlife places in goa,14800,15,167.0,$0.11,6,25,https://lbb.in/goa/best-beaches-for-nightlife/,,Goa,India,West,,,,,,lbb.in,nightlife,,best beaches,1
3916,central in hyderabad,14800,16,87.0,$0.24,4,24,https://lbb.in/hyderabad/hyderabad-central-mall-3aa185/,Hyderabad,,,,Hyderabad,,,,,lbb.in,,,mall 3aa185,1
3917,bird sanctuary,22200,37,31.0,$0,2,25,https://lbb.in/bangalore/soar-high-ten-bird-sanctuaries-india/,Bengaluru,,India,,Bengaluru,,,,,lbb.in,bird,,bangalore soar high ten sanctuaries,1
3918,best restaurants bangalore indiranagar,14800,15,167.0,$0.05,10,24,https://lbb.in/bangalore/locality/indira-nagar-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bangalore,,locality indira nagar bangalore,1
3919,best makeup foundation dry skin,14800,25,39.0,$0.07,99,32,https://lbb.in/delhi/foundations-for-dry-skin/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dry skin,,foundations,1
3920,basant lok,14800,6,1440.0,$0.10,3,19,https://lbb.in/delhi/hood-guide-basant-lok-market/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,basant lok,,hood guide market,1
3921,andheri mumbai restaurants,14800,26,39.0,$0.03,6,22,https://lbb.in/mumbai/restaurants-in-andheri-west/,Mumbai,,,,Mumbai,Andheri,Restaurant,Food & Dining,Food & Dining,lbb.in,,,,1
3922,amusement park bangalore,14800,47,31.0,$0.09,11,29,https://lbb.in/bangalore/amusement-parks-around-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,amusement bangalore,,parks around bangalore,1
3923,amoeba sports bar,14800,22,75.0,$0.05,5,21,https://lbb.in/mumbai/bowling-at-amoeba-6d988b/,Mumbai,,,,Mumbai,,,,,lbb.in,amoeba,,bowling at 6d988b,1
3924,amma restaurants,12100,18,111.0,$0.04,1,21,https://lbb.in/chennai/amma-chettinad-restaurant-chennai/,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,lbb.in,amma,,chettinad,1
3925,32 avenue gurgaon,14800,21,75.0,$0.02,1,28,https://lbb.in/delhi/things-to-do-32nd-avenue/,Delhi,Delhi,India,North,Delhi,,Attraction,Tourism & Attractions,Attractions,lbb.in,avenue,,32nd,1
3926,dharmaraya swamy temple,14800,14,291.0,$0.12,4,25,https://lbb.in/bangalore/dharmaraya-swamy-temple-3e1848/,Bengaluru,,,,Bengaluru,,,,,lbb.in,dharmaraya swamy temple,,bangalore 3e1848,1
3927,deer park in hauz khas,12100,9,500.0,$0.06,2,21,https://lbb.in/delhi/deer-park-hauz-khas/,Delhi,Delhi,India,North,Delhi,Hauz Khas,,,,lbb.in,deer park,,,1
3928,city central library,14800,8,694.0,$0.16,5,19,https://lbb.in/bangalore/city-central-library-95a575/,Bengaluru,,,,Bengaluru,,,,,lbb.in,city library,,bangalore 95a575,1
3929,mangalore pearl,14800,20,75.0,$0.01,4,24,https://lbb.in/bangalore/mangalore-pearl-seafood-restaurant-bangalore/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,mangalore pearl,,bangalore seafood bangalore,1
3930,mall in kolkata,14800,39,31.0,$0,1,18,https://lbb.in/kolkata/mall-hopping-heres-our-list-f20ea5/,Kolkata,,,,Kolkata,,,,,lbb.in,mall,,hopping heres our list f20ea5,1
3931,mahakali caves road,9900,37,31.0,$0.14,11,19,https://lbb.in/mumbai/mahakali-caves-4eeb50/,Mumbai,,,,Mumbai,,,,,lbb.in,mahakali caves,,4eeb50,1
3932,veer savarkar garden borivali west,12100,38,31.0,$0,7,11,https://lbb.in/mumbai/veer-savarkar-garden-881ec6/,Mumbai,,,,Mumbai,,,,,lbb.in,veer savarkar garden,,881ec6,1
3933,theory patisserie & cafe,12100,28,31.0,$0.37,9,20,https://lbb.in/hyderabad/theory-cafe-jubilee-hills-087aee/,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,lbb.in,theory,,jubilee hills 087aee,1
3934,the brand factory,12100,33,31.0,$0.23,6,52,https://lbb.in/pune/brand-factory-ad8c0b/,Pune,,,,Pune,,,,,lbb.in,brand factory,,ad8c0b,1
3935,t begur,14800,51,31.0,$0.08,2,15,https://lbb.in/bangalore/begur-fort-temple-near-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,begur,,bangalore fort temple bangalore,1
3936,sushant shopping arcade,12100,62,31.0,$0.24,4,18,https://lbb.in/delhi/locality/sushant-lok-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sushant,,locality lok gurgaon,1
3937,surve pune,14800,22,63.0,$0.14,4,22,https://lbb.in/pune/surve/,Pune,,,,Pune,,,,,lbb.in,surve,,,1
3938,surf turf,12100,22,48.0,$0.09,7,29,https://lbb.in/chennai/surf-turf-kovalam/,Chennai,,,,Chennai,,,,,lbb.in,surf turf,,kovalam,1
3939,streetwear,6600,9,378.0,$0.18,81,37,https://lbb.in/hyderabad/best-indian-streetwear-labels/,Hyderabad,,,,Hyderabad,,,,,lbb.in,streetwear,,best indian labels,1
3940,stepout cafe,9900,25,39.0,$0.05,8,30,https://lbb.in/delhi/jaipurs-first-book-lounge-cafe-library-garden/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,jaipurs first book lounge library garden,1
3941,running track,14800,13,291.0,$0.05,6,31,https://lbb.in/bangalore/open-air-places-go-running-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,running,,bangalore open air places go bangalore,1
3942,road house bluez,14800,11,378.0,$0.22,3,23,https://lbb.in/mumbai/road-house-bluez-da69a2/,Mumbai,,,,Mumbai,,,,,lbb.in,road house bluez,,da69a2,1
3943,rent jewellery near me,14800,20,75.0,$0.25,14,19,https://lbb.in/delhi/bridal-jewellery-on-rent/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,rent jewellery,,bridal on,1
3944,ram maruti road thane,14800,38,31.0,$0,5,11,https://lbb.in/mumbai/ram-maruti-road-saaris-thane/,Mumbai,,,,Mumbai,,,,,lbb.in,ram maruti road thane,,saaris,1
3945,rahul talkies pune,14800,12,167.0,$0.22,1,20,https://lbb.in/pune/rahul-70-mm-808448/,Pune,,,,Pune,,,,,lbb.in,rahul,,70 mm 808448,1
3946,kerala movies,14800,20,63.0,$0.15,1,54,https://lbb.in/all/best-malayalam-movies/,,,,,,,,,,lbb.in,movies,,all best malayalam,1
3947,hollywood movies suspense,14800,15,111.0,$0.71,6,31,https://lbb.in/all/best-suspense-thriller-movies/,,,,,,,,,,lbb.in,movies suspense,,all best thriller,1
3948,himalaya book world branches in hyderabad,14800,6,1440.0,$0.19,4,19,https://lbb.in/hyderabad/himalaya-book-world-bcc81c/,Hyderabad,,,,Hyderabad,,,,,lbb.in,himalaya book world,,bcc81c,1
3949,hebbal lake,18100,13,291.0,$0,8,26,https://lbb.in/bangalore/hebbal-lake-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,hebbal lake,,bangalore bangalore,1
3950,good noise cancelling earbuds,14800,48,31.0,$0.05,99,36,https://lbb.in/all/best-noise-cancelling-earbuds/,,,,,,,,,,lbb.in,noise cancelling earbuds,,all best,1
3951,golf club hyderabad,12100,42,31.0,$0.22,5,22,https://lbb.in/hyderabad/hyderabad-golf-club-5f9ba8/,Hyderabad,,,,Hyderabad,,,,,lbb.in,golf club,,5f9ba8,1
3952,german bakery lonavala,12100,14,291.0,$0.04,2,19,https://lbb.in/mumbai/german-bakery-lonavala-79195a/,Mumbai,,,,Mumbai,,,,,lbb.in,german bakery lonavala,,79195a,1
3953,fun parks in delhi,14800,50,31.0,$0.03,10,18,https://lbb.in/delhi/amusement-parks-in-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,parks,,amusement,1
3954,food mexican,14800,29,35.0,$0.07,1,27,https://lbb.in/bangalore/eat-mexican-food-in-bangalore/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,mexican,,bangalore eat bangalore,1
3955,english breakfast,18100,34,31.0,$0.58,1,24,https://lbb.in/mumbai/english-breakfast-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,english breakfast,,,1
3956,dharmaraya temple,14800,10,378.0,$0.12,4,19,https://lbb.in/bangalore/dharmaraya-swamy-temple-3e1848/,Bengaluru,,,,Bengaluru,,,,,lbb.in,dharmaraya temple,,bangalore swamy 3e1848,1
3957,dandiya night near me,14800,3,1440.0,$0,1,22,https://lbb.in/delhi/dandiya-nights-delhi-ncr/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dandiya,,nights ncr,1
3958,community center new friends colony,12100,21,75.0,$0.18,8,20,https://lbb.in/delhi/old-friends-and-new-new-friends-colony-hood-guide/,Delhi,Delhi,India,North,Delhi,New Friends Colony,,,,lbb.in,,,old hood guide,1
3959,closest gift shops,14800,6,2397.0,$0.15,20,24,https://lbb.in/delhi/present-perfect-gift-shops-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,gift shops,,present perfect,1
3960,close water park,14800,19,111.0,$0.04,6,18,https://lbb.in/bangalore/water-parks-in-and-around-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,water,,bangalore parks around bangalore,1
3961,chanakya bnr hotel puri,12100,49,31.0,$0.11,42,21,https://lbb.in/kolkata/chanakya-bnr-puri-review/,Kolkata,,,,Kolkata,,,,,lbb.in,chanakya bnr puri,,,1
3962,calamari bathe and binge,12100,13,291.0,$0.08,6,23,https://lbb.in/goa/calamari-beach-shack-candolim/,Candolim,Goa,India,West,Candolim,,,,,lbb.in,calamari,,beach shack,1
3963,cafe heart cup coffee hyderabad,320,19,82.0,$0.01,2,22,https://lbb.in/hyderabad/heart-cup-coffee-831922/,Hyderabad,,,,Hyderabad,,,,,lbb.in,heart cup coffee,,831922,1
3964,breakfast english,14800,76,31.0,$0.07,1,46,https://lbb.in/mumbai/english-breakfast-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,breakfast english,,,1
3965,brand of ladies shoes,14800,45,31.0,$0.03,99,68,https://lbb.in/bangalore/best-indian-shoe-brands/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore best indian shoe brands,1
3966,botanical garden kolkata,14800,38,31.0,$0,1,17,https://lbb.in/kolkata/acharya-jagadish-chandra-bose-indian-botanical-garden-34d458/,Kolkata,,,,Kolkata,,,,,lbb.in,botanical garden,,acharya jagadish chandra bose indian 34d458,1
3967,best hair salon for guys near me,14800,10,694.0,$0.12,19,35,https://lbb.in/hyderabad/mens-salon-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,salon,,mens,1
3968,best foundation for dry skin,18100,63,31.0,$0.09,100,41,https://lbb.in/delhi/foundations-for-dry-skin/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,dry skin,,foundations,1
3969,best cafes in hyderabad,18100,21,75.0,$0,5,12,https://lbb.in/hyderabad/best-cafes-hyderabad/,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,lbb.in,best,,,1
3970,amusement park in mumbai,18100,60,31.0,$0.11,5,12,https://lbb.in/mumbai/amusement-parks-in-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,amusement,,parks,1
3971,al bek,14800,39,31.0,$0,5,24,https://lbb.in/bangalore/albek-c89cc7/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore albek c89cc7,1
3972,abdul rehman street in mumbai,14800,12,378.0,$0.27,3,31,https://lbb.in/mumbai/stationery-lovers-abdul-rehman/,Mumbai,,,,Mumbai,,,,,lbb.in,abdul rehman,,stationery lovers,1
3973,which sunblock is best for oily skin,14800,44,31.0,$0.07,99,15,https://go.lbb.in/iWllo8d9SXb,,,,,,,,,,go.lbb.in,,,iwllo8d9sxb,1
3974,veer savarkar park borivali west,12100,34,31.0,$0.36,5,18,https://lbb.in/mumbai/veer-savarkar-garden-881ec6/,Mumbai,,,,Mumbai,,,,,lbb.in,veer savarkar,,garden 881ec6,1
3975,vapour brewpub and diner,14800,10,291.0,$0.12,6,20,https://lbb.in/bangalore/vapour-brewpub-and-diner-sarjapur/,Bengaluru,,,,Bengaluru,,,,,lbb.in,vapour brewpub diner,,bangalore sarjapur,1
3976,the souled store indiranagar bangalore,14800,40,31.0,$0.20,8,25,https://lbb.in/bangalore/souled-store-online-shopping/,Bengaluru,,,,Bengaluru,,,,,lbb.in,souled store bangalore,,online shopping,1
3977,temple tree leisure,12100,33,31.0,$0.18,8,19,https://lbb.in/bangalore/temple-tree-leisure-79789c/,Bengaluru,,,,Bengaluru,,,,,lbb.in,temple tree leisure,,bangalore 79789c,1
3978,temple in pune city,14800,34,31.0,$0.02,1,21,https://lbb.in/pune/best-temples-to-visit-in-pune/,Pune,,,,Pune,,,,,lbb.in,,,best temples to visit,1
3979,tasmac shops,9900,22,48.0,$0,1,17,https://lbb.in/chennai/tasmac-liquor-shop-express-avenue-mall-royapettah-chennai/,Chennai,,,,Chennai,,,,,lbb.in,tasmac,,liquor shop express avenue mall royapettah,1
3980,sun block korea,14800,62,31.0,$0.05,100,24,https://lbb.in/all/best-korean-sunscreens/,,,,,,,,,,lbb.in,,,all best korean sunscreens,1
3981,summer camp for preschool near me,14800,15,222.0,$0.55,12,19,https://lbb.in/mumbai/summer-camps-in-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,summer,,camps,1
3982,sulabh toilet,9900,53,31.0,$0.20,2,32,https://lbb.in/delhi/sulabh-international-toilet-museum-visit-9131aa/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sulabh toilet,,international museum visit 9131aa,1
3983,shoes brands for ladies,18100,51,31.0,$0.03,100,40,https://lbb.in/bangalore/best-indian-shoe-brands/,Bengaluru,,,,Bengaluru,,,,,lbb.in,brands,,bangalore best indian shoe,1
3984,shirt design for men,14800,33,31.0,$0.10,97,39,https://lbb.in/hyderabad/types-of-shirts-for-men/,Hyderabad,,,,Hyderabad,,,,,lbb.in,men,,types shirts,1
3985,sheraton grand pune,14800,54,29.0,$0.18,45,31,https://lbb.in/pune/sheraton-grand-26cbb2/,Pune,,,,Pune,,,,,lbb.in,sheraton grand,,26cbb2,1
3986,sardar patel marg new delhi,14800,36,31.0,$0.22,3,19,https://lbb.in/delhi/locality/sardar-patel-marg-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sardar patel marg,,locality,1
3987,salads close to me,14800,8,975.0,$0.11,10,30,https://lbb.in/delhi/best-salads-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,salads,,best,1
3988,which sunscreen is best for oily skin,14800,84,31.0,$0.13,98,39,https://lbb.in/all/best-spf-50-for-oily-skin/,,,,,,,,,,lbb.in,best oily skin,,all spf 50,1
3989,place in bangkok,14800,66,31.0,$0.17,74,40,https://lbb.in/all/things-to-see-in-bangkok/,,,,,,,,,,lbb.in,bangkok,,all things to see,1
3990,panchgani ravine hotel,14800,21,75.0,$0.17,36,22,https://lbb.in/pune/hotel-ravine/,Pune,,,,Pune,,Hotel,Accommodation,Accommodation,lbb.in,ravine,,,1
3991,novels romance,14800,58,31.0,$0.03,17,34,https://lbb.in/all/romantic-novels/,,,,,,,,,,lbb.in,novels,,all romantic,1
3992,nightlife in goa india,14800,25,48.0,$0.08,7,37,https://lbb.in/goa/best-beaches-for-nightlife/,,Goa,India,West,,,,,,lbb.in,nightlife,,best beaches,1
3993,nehru place 2,18100,64,31.0,$0.11,4,20,https://lbb.in/delhi/nehru-place-6a7d61/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,nehru place,,6a7d61,1
3994,lotus park,14800,44,31.0,$0.18,4,19,https://lbb.in/hyderabad/lotus-pond-film-nagar/,Hyderabad,,,,Hyderabad,,,,,lbb.in,lotus,,pond film nagar,1
3995,live music restaurants near me,12100,9,500.0,$0.17,8,11,https://lbb.in/pune/live-music-venues-in-pune/,Pune,,,,Pune,,,,,lbb.in,live music,,venues,1
3996,lip filler,14800,56,31.0,$0.71,15,34,https://lbb.in/all/lip-fillers-dermatologist-tips/,,,,,,,,,,lbb.in,lip,,all fillers dermatologist tips,1
3997,kolhapur pune distance,14800,75,31.0,$0.57,2,19,https://lbb.in/pune/road-tripping-pune-kolhapur-visit-wax-museum-dig-local-cuisine-way/,Pune,,,,Pune,,,,,lbb.in,kolhapur,,road tripping visit wax museum dig local cuisine way,1
3998,kart racing in chennai,14800,41,31.0,$0.10,1,17,https://lbb.in/chennai/gokarting-at-ecr-speedway-2de19d/,Chennai,,,,Chennai,,,,,lbb.in,,,gokarting at ecr speedway 2de19d,1
3999,kalyan bhel,14800,33,31.0,$0.04,5,24,https://lbb.in/pune/the-best-bhel-puri-and-kulfi-237e52/,Pune,,,,Pune,,,,,lbb.in,bhel,,best puri kulfi 237e52,1
