No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category
2934,military hotel near me,33100,4,10062,$0,7,17,https://www.zomato.com/bangalore/shivaji-military-hotel-since-1935-jayanagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Hotel
2935,masala chowk,27100,7,2181,$0.07,3,21,https://www.zomato.com/jaipur/masala-chowk-jagatpura,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
2936,sukh sagar,33100,5,10062,$0.02,3,28,https://www.zomato.com/mumbai/sukh-sagar-chowpatty,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
2937,sector 127 noida,33100,11,652,$0.11,5,19,https://www.zomato.com/ncr/sector-127-noida-restaurants,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
2938,saket nagar,33100,20,142,$0.02,10,31,https://www.zomato.com/kanpur/saket-nagar-restaurants,Kanpur,Unknown,Unknown,Unknown,Kanpur,Restaurant
2939,restaurant or fast food near me,27100,4,10062,$0.05,14,22,https://www.zomato.com/fast-food-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2940,radisson hotel faridabad,33100,21,109,$0.27,22,28,https://www.zomato.com/ncr/broadway-radisson-blu-sector-20-faridabad,Faridabad,Unknown,Unknown,Unknown,Faridabad,Unknown
2941,trés,33100,9,1118,$0.13,1,40,https://www.zomato.com/ncr/tres-lodhi-colony-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
2942,the westin sohna resort and spa,33100,16,301,$0.32,16,41,https://www.zomato.com/ncr/restaurants/in/the-westin-sohna-resort-spa-sohna-road,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2943,taj vivanta delhi dwarka,18100,9,847,$0.49,51,39,https://www.zomato.com/ncr/restaurants/in/vivanta-new-delhi-dwarka,New Delhi,Delhi,India,North,New Delhi,Restaurant
2944,sushi near me,22200,4,10062,$0.41,9,22,https://www.zomato.com/mumbai/restaurants/sushi,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
2945,indian cu,33100,29,69,$1.52,1,49,https://www.zomato.com/bangalore/con%C3%A7u-indiranagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
2946,hotel ibis bengaluru city centre,33100,19,142,$0.57,24,22,https://www.zomato.com/bangalore/spice-it-ibis-bengaluru-city-centre-lavelle-road-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
2947,fb cakes near me,33100,8,2181,$0.11,17,20,https://www.zomato.com/chennai/fb-cakes-1-east-coast-road-ecr,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
2948,kinara village dhaba,33100,4,5362,$0.08,7,25,https://www.zomato.com/pune/the-kinara-village-dhaba-lonavala,Lonavala,Unknown,Unknown,Unknown,Lonavala,Unknown
2949,kfc photos,27100,7,1552,$0.06,1,37,https://www.zomato.com/hyderabad/kfc-1-saroor-nagar/photos,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
2950,bukhara delhi restaurant,33100,5,5362,$0.67,3,38,https://www.zomato.com/ncr/bukhara-itc-maurya-chanakyapuri-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
2951,biryani restaurants near me,33100,4,10062,$0.22,7,17,https://www.zomato.com/bangalore/restaurants/biryani,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
2952,best restaurants delhi,40500,4,10062,$0.21,8,28,https://www.zomato.com/ncr/restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2953,best non veg hotel near me,27100,9,1552,$0.13,11,17,https://www.zomato.com/kolhapur/delivery/dish-non-veg-thali,Kolhapur,Unknown,Unknown,Unknown,Kolhapur,Unknown
2954,bengali sweets,33100,12,847,$0.20,2,28,https://www.zomato.com/ncr/bengali-sweet-house-mandi-house-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
2955,bajaj nagar,33100,4,10062,$0,5,29,https://www.zomato.com/nagpur/bajaj-nagar-restaurants/caf%C3%A9,Nagpur,Unknown,Unknown,Unknown,Nagpur,Restaurant
2956,capital goa,33100,58,69,$0,1,41,https://www.zomato.com/goa/yummy-capital-arambol,Unknown,Goa,India,West,Unknown,Unknown
2957,cafe lota delhi,33100,1,10062,$0,2,23,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,New Delhi,Delhi,India,North,New Delhi,Restaurant
2958,buy cake online,33100,4,2181,$0.29,100,53,https://www.zomato.com/ncr/delivery/dish-cake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2959,zomato login,27100,1,10062,$0.14,1,27,https://www.zomato.com/login,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2960,dairy circle,33100,91,69,$0,6,29,https://www.zomato.com/jaipur/jaipur-dairy-c-scheme,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
2961,cmr central mall,27100,8,847,$0,8,24,https://www.zomato.com/visakhapatnam/restaurants/in/cmr-central-mall-maddilapalem,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant
2962,treasure island mall ti mall,33100,14,301,$0.35,13,22,https://www.zomato.com/indore/restaurants/in/treasure-island-mall-south-tukoganj,Indore,Unknown,Unknown,Unknown,Indore,Restaurant
2963,the oberoi mumbai,33100,11,496,$1.10,34,33,https://www.zomato.com/mumbai/restaurants/in/the-oberoi-nariman-point,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
2964,the leela bhartiya city bengaluru,40500,19,168,$0.40,33,27,https://www.zomato.com/bangalore/restaurants/in/the-leela-bhartiya-city,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
2965,the club mumbai,27100,14,374,$0.37,5,23,https://www.zomato.com/mumbai/by-the-waterside-at-the-club-azad-nagar,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
2966,sushi near near me,33100,4,10062,$0.09,10,23,https://www.zomato.com/sushi-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2967,west patel nagar,27100,49,69,$0.10,3,39,https://www.zomato.com/ncr/west-patel-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
2968,udupi garden,27100,5,10062,$0,11,30,https://www.zomato.com/bangalore/udupi-garden-2-hennur-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
2969,mcdonald's india,90500,26,72,$0.07,8,48,https://www.zomato.com/ncr/mcdonalds-indirapuram-ghaziabad/order,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown
2970,licious chicken,27100,18,168,$0.54,93,54,https://www.zomato.com/ncr/the-licious-kitchen-dlf-phase-4-gurgaon/order,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown
2971,koramangala pubs,33100,13,496,$0.15,11,31,https://www.zomato.com/bangalore/drinks-nightlife-in-koramangala,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
2972,italy restaurant near me,33100,7,3220,$0.08,13,27,https://www.zomato.com/ncr/ghaziabad-restaurants/italian,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Restaurant
2973,indian chinese,33100,9,2181,$0,1,35,https://www.zomato.com/ncr/restaurants/indo-chinese,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2974,hotel ramdev international belgaum,33100,13,496,$0.23,5,21,https://www.zomato.com/belgaum/hotel-ramdev-1-belgaum-locality/order,Belagavi,Unknown,Unknown,Unknown,Belagavi,Hotel
2975,radisson blu hotel paschim vihar delhi,33100,30,69,$0.50,35,27,https://www.zomato.com/ncr/level-2-radisson-blu-paschim-vihar-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
2976,porur chennai,27100,20,185,$0.17,6,20,https://www.zomato.com/chennai/porur-restaurants,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
2977,pastry and cake,33100,28,142,$0.06,31,30,https://www.zomato.com/ncr/cake-and-pastry-rohini-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
2978,muro,33100,1,10062,$0.14,4,21,https://www.zomato.com/bangalore/muro-church-street-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
2979,mojo pizza,33100,7,2181,$0.25,4,29,https://www.zomato.com/ncr/mojo-pizza-2x-toppings-munirka-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
2980,restaurants in jayanagar bangalore,33100,5,5362,$0.04,9,23,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
2981,restaurants ahmedabad,27100,4,10062,$0.17,8,29,https://www.zomato.com/ahmedabad/restaurants,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
2982,hotel sea princess,33100,6,2181,$0.28,17,28,https://www.zomato.com/mumbai/restaurants/in/sea-princess-juhu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
2983,hotel near me for lunch,27100,2,10062,$0.26,9,16,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2984,hocco aamchi,0,8,1552,$0,1,17,https://www.zomato.com/ahmedabad/hocco-ice-cream-1-navrangpura/order,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown
2985,green leaf thane,40500,3,10062,$0,5,27,https://www.zomato.com/mumbai/green-leaf-multicuisine-family-restaurant-ghodbunder-road-thane,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
2986,food delivery apps,22200,8,1118,$0.32,37,31,https://www.zomato.com/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2987,burger camp branch,90500,2,5362,$0.16,2,41,https://www.zomato.com/pune/burger-camp-east-street,Pune,Unknown,Unknown,Unknown,Pune,Unknown
2988,brahmaputra noida,33100,1,10062,$0.11,1,22,https://www.zomato.com/ncr/restaurants/in/brahmaputra-shopping-complex-sector-29-noida,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
2989,boho,33100,17,301,$0.35,3,41,https://www.zomato.com/bangalore/boho-brookefield-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
2990,bk,33100,9,1118,$0.07,1,32,https://www.zomato.com/mumbai/bk-cafe-by-burger-king-churchgate/order,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
2991,cafe lota,33100,1,10062,$0,2,28,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,New Delhi,Delhi,India,North,New Delhi,Restaurant
2992,dlf near me,27100,4,10062,$0,3,22,https://www.zomato.com/hyderabad/restaurants/in/dlf-area-gachibowli,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
2993,daily rituals,33100,20,142,$0.01,4,29,https://www.zomato.com/hyderabad/daily-rituals-jubilee-hills/photos,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
2994,cake and pastries,33100,9,3220,$0.09,18,22,https://www.zomato.com/ncr/cake-pastries-omega-1-greater-noida,Greater Noida,Unknown,Unknown,Unknown,Greater Noida,Unknown
2995,spice factory,33100,4,10062,$0.33,4,29,https://www.zomato.com/pune/spice-factory-hinjawadi,Pune,Unknown,Unknown,Unknown,Pune,Unknown
2996,south of bangalore,33100,22,142,$0,1,31,https://www.zomato.com/bangalore/south-bangalore-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
2997,restaurants open now,8100,4,10062,$0.05,1,78,https://www.zomato.com/lucknow/restoran?open=now,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown
2998,restaurant ahmedabad,27100,4,10062,$0.08,6,28,https://www.zomato.com/ahmedabad/restaurants,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
2999,zomato partner login,33100,1,10062,$0.28,1,22,https://www.zomato.com/partners/login,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3000,zomato corporate office,33100,2,10062,$0,6,24,https://www.zomato.com/contact,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3001,trident gurgaon,14800,17,185,$0.70,50,38,https://www.zomato.com/ncr/restaurants/in/trident-udyog-vihar,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3002,top restaurants in delhi,40500,4,10062,$0.03,4,19,https://www.zomato.com/ncr/restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3003,patiala house,40500,19,185,$0,1,31,https://www.zomato.com/ncr/patiala-house-govind-puram-ghaziabad,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown
3004,parampara flavours of india,33100,3,10062,$0.09,4,21,https://www.zomato.com/hyderabad/parampara-flavours-of-india-banjara-hills,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
3005,pan and shop,33100,8,3220,$0.10,1,19,https://www.zomato.com/mumbai/paan-shop,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
3006,order cake online,33100,15,248,$0.38,100,53,https://www.zomato.com/ncr/delivery/dish-cake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3007,orchard,27100,17,195,$0,1,40,https://www.zomato.com/dehradun/orchard-rajpur,Dehradun,Unknown,Unknown,Unknown,Dehradun,Unknown
3008,nearby veg restaurants,18100,4,10062,$0.22,11,22,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3009,naru noodle bar,33100,14,496,$0.58,4,24,https://www.zomato.com/bangalore/naru-noodle-bar-shanti-nagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3010,meghana foods koramangala,33100,1,10062,$0.09,6,21,https://www.zomato.com/bangalore/meghana-foods-koramangala-5th-block,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3011,radisson faridabad,33100,14,301,$0.92,24,25,https://www.zomato.com/ncr/broadway-radisson-blu-sector-20-faridabad,Faridabad,Unknown,Unknown,Unknown,Faridabad,Unknown
3012,gateway hotel ganges varanasi,33100,19,142,$0.39,35,33,https://www.zomato.com/varanasi/varuna-the-gateway-hotel-nadesar,Varanasi,Unknown,Unknown,Unknown,Varanasi,Hotel
3013,food near me near me,33100,4,10062,$0.05,15,30,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3014,dirty good,22200,1,10062,$0.13,3,30,https://www.zomato.com/ncr/dirty-good-netaji-nagar-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
3015,d p foods,27100,21,142,$0.27,1,47,https://www.zomato.com/deliver-food/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3016,mandi biryani near me,22200,5,10062,$0.22,9,14,https://www.zomato.com/chennai/restaurants/mandi,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
3017,koramangala pub bangalore,33100,12,847,$0.06,11,21,https://www.zomato.com/bangalore/chapter-6-1-koramangala-5th-block-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3018,itc windsor a luxury collection hotel,27100,27,72,$1.05,18,19,https://www.zomato.com/bangalore/the-raj-pavilion-itc-windsor-sankey-road,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3019,itc narmada a luxury collection hotel ahmedabad,33100,24,76,$0.83,7,28,https://www.zomato.com/ahmedabad/restaurants/in/itc-narmada-vastrapur,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
3020,itc mumbai parel,33100,6,3220,$1,45,40,https://www.zomato.com/mumbai/restaurants/in/itc-grand-central-parel,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
3021,itc grand central,27100,4,3220,$0.75,63,40,https://www.zomato.com/mumbai/restaurants/in/itc-grand-central-parel,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
3022,hubby's,33100,11,496,$0.01,1,34,https://www.zomato.com/bangalore/hubbys-kitchen-kr-puram/reviews?amp=1,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3023,hotel rajdhani,33100,5,2181,$0.07,4,29,https://www.zomato.com/hyderabad/hotel-rajdhani-begum-bazaar,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel
3024,hotel j w marriott chandigarh,33100,13,374,$0.49,15,38,https://www.zomato.com/chandigarh/restaurants/in/jw-marriott,Unknown,Chandigarh,India,North,Unknown,Restaurant
3025,hotel doubletree hilton gurgaon,33100,13,301,$0.58,11,32,https://www.zomato.com/ncr/restaurants/in/double-tree-by-hilton-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant
3026,mehrauli gurgaon road,40500,7,2181,$0,7,28,https://www.zomato.com/ncr/mehrauli-gurgaon-road-dlf-farms-south-delhi-restaurants/cafes,Delhi,Delhi,India,North,Delhi,Restaurant
3027,best restaurants in ahmedabad,33100,4,10062,$0.34,9,17,https://www.zomato.com/ahmedabad/restaurants,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
3028,bbq near me,33100,7,2181,$0.14,8,25,https://www.zomato.com/ncr/restaurants/bbq,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3029,bangalore lido mall,27100,10,652,$0.23,6,23,https://www.zomato.com/bangalore/restaurants/in/lido-mall-ulsoor,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
3030,aesthetic cafe near me,33100,5,5362,$0.22,10,18,https://www.zomato.com/ncr/insta-worthy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3031,7 phase,33100,11,847,$0.18,5,20,https://www.zomato.com/chandigarh/phase-7-mohali-restaurants,Unknown,Chandigarh,India,North,Unknown,Restaurant
3032,curlies in goa,33100,2,10062,$0.14,3,21,https://www.zomato.com/goa/curlies-anjuna,Anjuna,Goa,India,West,Anjuna,Unknown
3033,curlies beach shack anjuna goa,33100,3,10062,$0.17,3,23,https://www.zomato.com/goa/curlies-anjuna,Anjuna,Goa,India,West,Anjuna,Unknown
3034,coffee shops in jubilee hills,33100,5,5362,$0,5,16,https://www.zomato.com/hyderabad/jubilee-hills-restaurants/caf%C3%A9,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
3035,coffee shop in jubilee hills,33100,5,5362,$0.03,7,19,https://www.zomato.com/hyderabad/jubilee-hills-restaurants/caf%C3%A9,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
3036,city center in chennai,33100,38,69,$0.20,4,27,https://www.zomato.com/chennai/restaurants/in/chennai-citi-centre-mylapore,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
3037,chans,27100,5,2181,$0,1,19,https://www.zomato.com/hyderabad/chans-caff-hitech-city,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
3038,cafe in jubilee hills,33100,5,5362,$0,2,15,https://www.zomato.com/hyderabad/jubilee-hills-restaurants/caf%C3%A9,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
3039,the spicy venue,33100,4,10062,$0,4,24,https://www.zomato.com/hyderabad/the-spicy-venue-jubilee-hills,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
3040,the barbeque times,27100,5,5362,$0.37,12,25,https://www.zomato.com/ncr/the-barbeque-times-sector-50-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown
3041,taj agra,27100,24,76,$0.20,17,32,https://www.zomato.com/agra/restaurants/in/taj-hotel-convention-centre-tajganj,Agra,Unknown,Unknown,Unknown,Agra,Restaurant
3042,hotel hilton gurgaon,33100,34,69,$0.32,17,26,https://www.zomato.com/ncr/restaurants/in/double-tree-by-hilton-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant
3043,grilled chicken near me,22200,5,5362,$0.20,4,13,https://www.zomato.com/chennai/restaurants/grilled-chicken,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
3044,good restaurants in delhi,33100,4,10062,$0.12,7,30,https://www.zomato.com/ncr/restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3045,old mill brewing company,33100,3,10062,$0.10,6,19,https://www.zomato.com/bangalore/old-mill-brewing-co-varthur-main-road-whitefield-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3046,login zomato,33100,1,10062,$0.10,1,34,https://www.zomato.com/login,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3047,shree balaji agora mall ahmedabad,33100,8,2181,$0.11,7,22,https://www.zomato.com/ahmedabad/restaurants/in/shree-balaji-agora-mall-chandkheda,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
3048,shawarma shop near me,22200,4,10062,$0.30,7,14,https://www.zomato.com/shawarma-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3049,restaurants in jayanagar,33100,5,5362,$0.14,7,25,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
3050,restaurant near me that are open,33100,4,10062,$0.05,13,20,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3051,rawat pur,33100,17,195,$0.09,7,19,https://www.zomato.com/kanpur/rawatpur-restaurants,Kanpur,Unknown,Unknown,Unknown,Kanpur,Restaurant
3052,quarter peter,33100,3,10062,$0.21,3,22,https://www.zomato.com/bangalore/quarter-peter-indiranagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3053,litti chokha near me,33100,4,10062,$0.13,7,17,https://www.zomato.com/ncr/restaurants/dish-litti-chokha,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3054,k star mall in chembur,40500,5,2181,$0.07,3,22,https://www.zomato.com/mumbai/restaurants/in/k-star-mall-chembur,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
3055,jw marriott hotel in kolkata,33100,15,248,$0.40,13,40,https://www.zomato.com/kolkata/restaurants/in/jw-marriott-hotel-kolkata-science-city-area,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
3056,itc narmada,33100,9,847,$0.30,56,44,https://www.zomato.com/ahmedabad/restaurants/in/itc-narmada-vastrapur,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
3057,delhi radisson blu paschim vihar,33100,13,374,$0.55,37,37,https://www.zomato.com/ncr/level-2-radisson-blu-paschim-vihar-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
3058,dear donna,33100,4,5362,$0.09,1,28,https://www.zomato.com/ncr/dear-donna-qutab-institutional-area-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
3059,commerce six road,33100,8,1118,$0.08,5,20,https://www.zomato.com/ahmedabad/restaurants/cafes?landmark_id=274728&non_veg=1&cid=19143910,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
3060,cold coffee near me,27100,2,10062,$0.33,8,16,https://www.zomato.com/bangalore/delivery/dish-cold-coffee,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3061,club titos,33100,15,374,$0.59,4,29,https://www.zomato.com/goa/titos-restaurant-baga,Baga,Goa,India,West,Baga,Restaurant
3062,chennai city mall,33100,29,69,$0.06,3,39,https://www.zomato.com/chennai/restaurants/in/chennai-citi-centre-mylapore,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
3063,chan's,33100,5,3220,$0.06,1,30,https://www.zomato.com/hyderabad/chans-caff-hitech-city,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
3064,best places to go in delhi,33100,30,69,$0.06,15,40,https://www.zomato.com/ncr/restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3065,bagel,33100,37,69,$0.65,3,41,https://www.zomato.com/bangalore/ristoranti/dish-bagel,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3066,apricot delight,33100,8,10062,$0,1,27,https://www.zomato.com/hyderabad/restaurants/dish-apricot-delight,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
3067,annapurna restaurant,33100,4,10062,$0.08,1,28,https://www.zomato.com/ahmedabad/annapurna-restaurant-vatva,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Restaurant
3068,2 cross road,33100,32,69,$0.13,4,22,https://www.zomato.com/hyderabad/cross-roads-jeedimetla,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
3069,united dairy farmers,33100,49,69,$0,1,36,https://www.zomato.com/ahmedabad/united-farmers-creamery-prahlad-nagar,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown
3070,sterling cinema mumbai,22200,20,116,$0.32,8,20,https://www.zomato.com/mumbai/restaurants/in/sterling-cineplex-foodcourt,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
3071,stella r,27100,7,915,$0.16,1,16,https://www.zomato.com/hyderabad/stellar-reserve-jubilee-hills,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
3072,sexy fish menu,27100,9,406,$0.39,3,29,https://www.zomato.com/dubai/sexy-fish-difc,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3073,seafood in near me,27100,4,8238,$0.09,8,30,https://www.zomato.com/ncr/restaurants/sea-food,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3074,royal restaurant,22200,4,8238,$0,1,25,https://www.zomato.com/ncr/royal-restaurant-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Restaurant
3075,restaurants kolkata,27100,4,8238,$0.36,6,28,https://www.zomato.com/kolkata/restaurants,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
3076,restaurants in mysore city,27100,8,2636,$0.04,9,35,https://www.zomato.com/mysore/dine-out,Mysuru,Unknown,Unknown,Unknown,Mysuru,Unknown
3077,restaurants for delivery,27100,8,1270,$0.14,2,26,https://www.zomato.com/ncr/delivery,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3078,tiranga hotel,33100,6,8238,$0.03,1,22,https://www.zomato.com/pune/tiranga-veg-non-veg-pimpri,Pune,Unknown,Unknown,Unknown,Pune,Unknown
3079,maidan garhi,27100,23,89,$0,4,28,https://www.zomato.com/ncr/bakeries?zomato_place_id=115814,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3080,leela kovalam,27100,32,56,$0.18,60,45,https://www.zomato.com/trivandrum/the-terrace-the-leela-raviz-kovalam-kovalam,Thiruvananthapuram,Unknown,Unknown,Unknown,Thiruvananthapuram,Unknown
3081,kebab,27100,10,1785,$0,1,40,https://www.zomato.com/pune/restaurants/kebab,Pune,Unknown,Unknown,Unknown,Pune,Restaurant
3082,jaipur itc rajputana,27100,20,138,$0.74,36,42,https://www.zomato.com/jaipur/restaurants/in/itc-rajputana-hotel-gopalbari,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant
3083,jaipur good restaurants,27100,4,8238,$0.06,14,24,https://www.zomato.com/jaipur/restaurants,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant
3084,j w marriott in mussoorie,27100,21,89,$0.32,60,43,https://www.zomato.com/mussoorie/restaurants/in/jw-marriott-mussoorie-walnut-grove-resort-spa-kempty-fall,Mussoorie,Unknown,Unknown,Unknown,Mussoorie,Restaurant
3085,indiranagar social,27100,2,4390,$0.31,5,19,https://www.zomato.com/bangalore/indiranagar-social-indiranagar-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
3086,ice cream shop,40500,5,4390,$0.37,3,26,https://www.zomato.com/ice-cream-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
3087,hyatt place gurgaon,27100,16,159,$5.72,20,28,https://www.zomato.com/ncr/gallery-caf-hyatt-place-udyog-vihar,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
