No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category
1,restaurants near me,16600000,4,7569600,$0.16,6,49,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
2,fb,16600000,16,71380,$0.01,1,75,https://www.zomato.com/chennai/fb-cakes-ramapuram,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
3,hotels near me,9140000,57,23310,$0.17,16,76,https://www.zomato.com/mumbai/krishna-hotel-near-andheri-east-station,Mumbai,Unknown,Unknown,Unknown,Mumbai,Hotel
4,yt,9140000,12,125430,$0.01,1,60,https://www.zomato.com/kolkata/yt-restaurant-dum-dum,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
5,restaurants,11100000,4,2778560,$0.29,2,61,https://www.zomato.com/bangalore/restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
6,restaurant,11100000,10,308932,$0.22,1,53,https://www.zomato.com/mumbai/restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
7,desi tales,2740000,4,180566,$0,1,28,https://www.zomato.com/amritsar/desi-tales-1-gndu-area/menu,Amritsar,Unknown,Unknown,Unknown,Amritsar,Unknown
8,temp,2240000,9,41100,$0.43,1,60,https://www.zomato.com/chennai/temp-fried-chicken-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
9,mcdonald's,2740000,14,41100,$0.19,5,62,https://www.zomato.com/bangalore/mcdonalds-bannerghatta-road-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
10,wine shop near me,2740000,11,70144,$0,1,34,https://www.zomato.com/kolkata/restaurants/dish-wine,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
11,kfc,2240000,13,57344,$0.17,4,62,https://www.zomato.com/ncr/restaurants/kfc?category=1,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
12,cafe near me,2240000,4,680960,$0.13,11,60,https://www.zomato.com/cafes-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
13,cafes near me,2240000,4,680960,$0.21,12,46,https://www.zomato.com/cafes-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
14,zomato,1830000,1,556320,$0.05,5,78,https://www.zomato.com/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
15,hd hub,1830000,6,61854,$0.45,1,47,https://www.zomato.com/jaipur/hd-hub-mansarovar/menu,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
16,majestic,1500000,23,7869,$0,4,62,https://www.zomato.com/bangalore/majestic-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
17,starbucks,1220000,16,13650,$0.98,4,62,https://www.zomato.com/mumbai/starbucks-coffee-chowpatty/order,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
18,coffee shops near me,823000,4,456000,$0.33,2,22,https://www.zomato.com/cafes-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
19,bar near me,1000000,4,370880,$0.20,6,44,https://www.zomato.com/bars-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
20,burger king,1000000,12,31232,$0.25,2,48,https://www.zomato.com/mumbai/restaurants/burger-king,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
21,bars near me,1000000,4,370880,$0.16,6,44,https://www.zomato.com/bars-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22,south india chennai,823000,70,2100,$0.48,1,36,https://www.zomato.com/chennai/restaurants/south-indian,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
23,indira nagar,823000,7,65900,$0.47,8,50,https://www.zomato.com/bangalore/indiranagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
24,indian kolkata,1000000,17,11300,$0.25,1,46,https://www.zomato.com/kolkata/restaurants/north-indian,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
25,old delhi junction,1220000,24,3300,$0,3,43,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
26,indira nagar in bangalore,823000,16,9100,$0.31,7,37,https://www.zomato.com/bangalore/indiranagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
27,que,1000000,12,11300,$0.19,1,34,https://www.zomato.com/lucknow/que-1-gomti-nagar,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown
28,dominos,1000000,10,25600,$0.16,4,62,https://www.zomato.com/ncr/dominos-pizza-3-rohini-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
29,delhi old delhi railway station,1000000,35,2100,$0.08,2,24,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
30,connaught place,823000,81,2100,$0.93,5,49,https://www.zomato.com/ncr/dum-safar-biryani-1-connaught-place-new-delhi/info,New Delhi,Delhi,India,North,New Delhi,Unknown
31,connaught in delhi,1000000,19,5900,$0.31,3,45,https://www.zomato.com/ncr/connaught-club-house-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
32,veg cafe near me,1000000,4,304000,$0.23,10,32,https://www.zomato.com/hyderabad/vegetarian-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
33,mcdonald's nearest to me,1000000,9,46900,$0.03,4,46,https://www.zomato.com/ncr/restoranlar/mcdonalds?zone=2&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
34,secunderabad jn,1000000,67,2100,$0.10,4,32,https://www.zomato.com/order-food-online-in-train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
35,near me mcdonald,1000000,6,97300,$0.03,3,29,https://www.zomato.com/bangalore/restaurants/mcdonalds?landmark_id=781&category=2,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
36,near me mcd,4400,8,46900,$0.05,4,38,https://www.zomato.com/ncr/restaurants/mcdonalds?subzone=264&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
37,terminal 2 airport mumbai,1000000,22,3300,$0.09,6,30,https://www.zomato.com/mumbai/restaurants/in/chhatrapati-shivaji-airport-terminal-2,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
38,connaught place new delhi india,1000000,15,15000,$0.31,3,33,https://www.zomato.com/ncr/connaught-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
39,connaught place in delhi,1000000,17,5900,$0.31,3,27,https://www.zomato.com/ncr/connaught-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
40,railway station in old delhi,1220000,47,2100,$0.07,3,19,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
41,old delhi railway station delhi,1000000,39,2100,$0.08,2,24,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
42,veg restaurants near me,1000000,5,162000,$0.17,8,57,https://www.zomato.com/hyderabad/vegetarian-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
43,restaurants near me with vegetarian,1000000,5,304000,$0.04,12,23,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
44,t's bar and grill,1000000,5,46900,$0.05,1,23,https://www.zomato.com/hyderabad/t-grill-financial-district,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
45,coffee near me,1000000,5,304000,$0.32,5,44,https://www.zomato.com/cafes-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
46,vegetarian restaurants near me,1000000,7,65900,$0.20,10,38,https://www.zomato.com/chandigarh/re%C5%A1taur%C3%A1cie/in/phase-3b2-market-phase-3-mohali?veg=1&cft=2,Unknown,Chandigarh,India,North,Unknown,Unknown
47,domino's,1000000,18,5600,$0.12,3,66,https://www.zomato.com/ncr/dominos-pizza-3-rohini-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
48,new delhi connaught place,823000,22,4300,$0.28,4,40,https://www.zomato.com/ncr/connaught-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
49,south india bangalore,1000000,25,2700,$0.32,1,49,https://www.zomato.com/bangalore/restaurants/south-indian,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
50,old delhi railway station,1000000,27,3300,$0.06,4,21,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
51,near me mcdonald's,4400,10,33800,$0.05,4,52,https://www.zomato.com/mumbai/restaurants/mcdonalds?landmark_id=472&category=2,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
52,shri ganesh,823000,10,19700,$0.50,1,47,https://www.zomato.com/ncr/shri-ganesh-corner-shakarpur-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
53,secunderabad jn railway station,1000000,70,2100,$0.10,4,25,https://www.zomato.com/order-food-online-in-train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
54,connaught delhi,1000000,18,5546,$0.53,4,49,https://www.zomato.com/ncr/connaught-club-house-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
55,bangalore south india,1000000,65,2100,$0.32,1,50,https://www.zomato.com/bangalore/restaurants/dish-south-indian-breakfast,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
56,bangalore and bengaluru,1000000,34,2100,$0.13,1,43,https://www.zomato.com/bangalore/restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
57,old delhi junction railway station,1220000,33,2100,$0,3,35,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
58,meerut,823000,27,2700,$0.28,1,61,https://www.zomato.com/meerut,Meerut,Unknown,Unknown,Unknown,Meerut,Unknown
59,old railway station delhi,1000000,26,3300,$0.06,4,22,https://www.zomato.com/ncr/restaurants/near/old-delhi-railway-station,Delhi,Delhi,India,North,Delhi,Restaurant
60,mcdonald's near me,1000000,6,97300,$0.14,2,43,https://www.zomato.com/ncr/restoranlar/mcdonalds?zone=2&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
61,indiranagar,823000,4,162000,$0.31,7,63,https://www.zomato.com/bangalore/indiranagar-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
62,connaught place new delhi delhi india,823000,34,2100,$0.33,4,20,https://www.zomato.com/ncr/local-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
63,wine shop,1000000,31,2100,$0.83,1,47,https://www.zomato.com/kolkata/restaurants/dish-wine,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
64,vegan cafe near me,1000000,9,46900,$0.10,11,38,https://www.zomato.com/dehradun/world-vegan-day,Dehradun,Unknown,Unknown,Unknown,Dehradun,Unknown
65,ambience mall,673000,21,4197,$1.07,10,51,https://www.zomato.com/ncr/restaurants/in/ambience-mall-dlf-phase-3,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
66,kfc near me,673000,11,21068,$0.09,12,46,https://www.zomato.com/hyderabad/restaurants/kfc,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
67,manali indian,823000,28,1892,$0.22,1,35,https://www.zomato.com/manali/restaurants/north-indian,Manali,Unknown,Unknown,Unknown,Manali,Restaurant
68,justdial,823000,21,2715,$0.50,7,63,https://www.zomato.com/contact,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
69,panvel,673000,29,1728,$0,5,62,https://www.zomato.com/mumbai/panvel-navi-mumbai-restaurants,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Restaurant
70,coffee,1000000,32,1728,$0.12,17,66,https://www.zomato.com/bangalore/coffee,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
71,kentucky fried chicken near by me,823000,11,27817,$0.08,7,29,https://www.zomato.com/ncr/restaurants/kfc?category=1,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
72,new delhi karol bagh,823000,51,1728,$0.15,4,30,https://www.zomato.com/ncr/delia-my-bar-headquarters-karol-bagh-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
73,shop closest to me,823000,6,80077,$0.12,31,22,https://www.zomato.com/sweet-shops-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
74,ambience mall gurgaon,673000,6,38598,$1.07,10,46,https://www.zomato.com/ncr/restaurants/in/ambience-mall-dlf-phase-3,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
75,united fried chicken,673000,4,133326,$0.29,1,21,https://www.zomato.com/vijayawada/ufc-united-fried-chicken-mangalagiri,Vijayawada,Unknown,Unknown,Unknown,Vijayawada,Unknown
76,chandni chowk in new delhi,823000,36,1728,$0.12,3,26,https://www.zomato.com/ncr/chandni-chowk-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
77,near me cake shops,673000,4,204592,$0.11,38,23,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
78,cake store near me,673000,4,204592,$0.11,42,21,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
79,adyar ananda bhavan a2b,550000,6,65482,$0.21,6,33,https://www.zomato.com/chennai/a2b-adyar-ananda-bhavan-adyar,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
80,hebbal,673000,12,7604,$0.20,7,63,https://www.zomato.com/bangalore/hebbal-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
81,foodstuff near me,673000,6,65482,$0.10,12,21,https://www.zomato.com/patiala/order-food-online,Patiala,Unknown,Unknown,Unknown,Patiala,Unknown
82,koramangala,673000,12,10095,$0.67,6,62,https://www.zomato.com/bangalore/koramangala-restaurants/bar,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
83,cake baking shop near me,673000,5,109026,$0.10,57,60,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
84,bhiwandi,550000,36,1413,$0,4,62,https://www.zomato.com/mumbai/bhiwandi-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
85,dwarka,673000,105,1413,$0.12,2,61,https://www.zomato.com/ncr/delivery-in-sector-10-dwarka/dish-salad,Dwarka,Unknown,Unknown,Unknown,Dwarka,Unknown
86,gurgaon indian,550000,11,22747,$0.14,2,22,https://www.zomato.com/ncr/gurgaon-restaurants/modern-indian,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant
87,chocolate,673000,36,1413,$0.13,66,80,https://www.zomato.com/ncr/1st-crush-chocolates-alaknanda-new-delhi/order,New Delhi,Delhi,India,North,New Delhi,Unknown
88,food near me,673000,4,204592,$0.24,9,46,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
89,choc o late,673000,10,17228,$0.01,62,24,https://www.zomato.com/ncr/choko-la-sector-56-gurgaon/order,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown
90,bbq nation,673000,8,44350,$0.11,3,48,https://www.zomato.com/ncr/barbeque-nation-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
91,barbeque nation,550000,9,31563,$0.22,2,48,https://www.zomato.com/ncr/barbeque-nation-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
92,dominos near me,673000,12,13258,$0.15,3,43,https://www.zomato.com/ncr/restaurants/dominos?landmark_id=74&category=2,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
93,dadar,450000,19,3970,$0,9,63,https://www.zomato.com/mumbai/dadar-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
94,cake bakery shops near me,673000,4,204592,$0.10,41,20,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
95,lakshmi nagar delhi,550000,19,2893,$0.32,3,43,https://www.zomato.com/ncr/laxmi-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
96,bangalore koramangala,673000,16,5047,$0.18,6,33,https://www.zomato.com/bangalore/koramangala-5th-block-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
97,dhaba near me,550000,4,204592,$0.13,4,44,https://www.zomato.com/dhabas-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
98,domino's pizza,1000000,12,17228,$0.18,3,48,https://www.zomato.com/ncr/dominos-pizza-3-rohini-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
99,indian jodhpur,673000,34,1413,$0.16,1,27,https://www.zomato.com/jodhpur/restaurants/north-indian,Jodhpur,Unknown,Unknown,Unknown,Jodhpur,Restaurant
100,the belgian waffle co,301000,6,53515,$0.19,9,37,https://www.zomato.com/mumbai/the-belgian-waffle-co-mumbai-central,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
101,campus off,550000,27,1320,$0.16,1,30,https://www.zomato.com/ncr/off-campus-satyaniketan-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
102,bakery close to me,450000,4,167200,$0.16,8,37,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
103,delhi rajiv chowk,550000,28,1265,$0.12,4,20,https://www.zomato.com/ncr/restaurants/in/rajiv-chowk-metro-station,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
104,bangalore hsr,550000,21,2365,$0.13,7,42,https://www.zomato.com/bangalore/hsr-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
105,baking near me,550000,5,167200,$0.07,13,22,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
106,bakeries near me,550000,4,167200,$0.13,11,46,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
107,yelahanka,550000,24,1815,$0.20,7,63,https://www.zomato.com/bangalore/yelahanka-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
108,vashi,450000,17,8250,$0.11,5,62,https://www.zomato.com/mumbai/vashi-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
109,new delhi lajpat nagar,550000,53,1155,$0.16,4,22,https://www.zomato.com/ncr/best-lajpat-nagar-1-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
110,hsr bangalore,550000,14,5005,$0.13,9,50,https://www.zomato.com/bangalore/hsr-high-street-hsr,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
111,gachibowli hyd,550000,12,8250,$0.16,7,38,https://www.zomato.com/hyderabad/gachibowli-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
112,pizza,550000,13,14080,$0.14,7,63,https://www.zomato.com/lucknow/restaurants/pizza,Lucknow,Unknown,Unknown,Unknown,Lucknow,Restaurant
113,haldiram,550000,9,25795,$0.07,13,64,https://www.zomato.com/ncr/haldirams-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
114,kukatpally,550000,10,25795,$0.24,15,65,https://www.zomato.com/hyderabad/kukatpally-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
115,dlf mall noida,550000,9,18590,$0.21,5,44,https://www.zomato.com/ncr/restaurants/in/dlf-mall-of-india-sector-18-noida,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
116,cake,550000,13,10835,$0.19,68,37,https://www.zomato.com/ncr/delivery/dish-cake,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
117,rajiv chowk in delhi,550000,39,1155,$0.12,4,28,https://www.zomato.com/ncr/restaurants/in/rajiv-chowk-metro-station,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
118,whitefield,550000,22,2365,$0.35,7,63,https://www.zomato.com/bangalore/whitefield-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
119,20,550000,38,1155,$0.09,1,40,https://www.zomato.com/ahmedabad/one-20-mins-bopal,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown
120,sector 18,550000,12,8250,$0.15,5,39,https://www.zomato.com/ncr/sector-18-noida-restaurants,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
121,gachibowli,550000,18,3245,$0.31,8,63,https://www.zomato.com/hyderabad/gachibowli-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
122,biryani near.me,550000,4,167200,$0.09,7,20,https://www.zomato.com/biryani-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
123,biryani near me,450000,4,167200,$0.18,6,22,https://www.zomato.com/biryani-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
124,waltair visakhapatnam,550000,54,1155,$0.20,1,20,https://www.zomato.com/visakhapatnam/waltair-kitchen-pl-grand-waltair-uplands-vizag,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Unknown
125,panipat haryana,550000,62,1155,$0.10,1,30,https://www.zomato.com/panipat/haryana-kitchen-hub-tehsil-camp,Unknown,Haryana,India,North,Unknown,Unknown
126,sindhi camp,550000,13,8250,$0.19,5,49,https://www.zomato.com/jaipur/sindhi-camp-restaurants,Jaipur,Unknown,Unknown,Unknown,Jaipur,Restaurant
127,rajiv chowk station,550000,18,3245,$0.29,6,44,https://www.zomato.com/ncr/restaurants/in/rajiv-chowk-metro-station,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
128,gachibowli hyderabad,550000,22,2365,$0.16,11,39,https://www.zomato.com/hyderabad/gachibowli-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
129,third wave coffee,550000,10,25795,$0.33,6,44,https://www.zomato.com/ncr/restaurants/third-wave-coffee,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
130,z's,550000,9,14080,$0.18,1,47,https://www.zomato.com/surat/zs-restaurant-bhestan,Surat,Unknown,Unknown,Unknown,Surat,Restaurant
131,mira road,550000,30,1155,$0.19,5,49,https://www.zomato.com/mumbai/mira-road-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
132,bakery near me,450000,4,167200,$0.15,9,45,https://www.zomato.com/bakeries-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
133,whitefield whitefield,550000,19,2805,$0.14,7,22,https://www.zomato.com/bangalore/whitefield-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
134,restaurants nearby,450000,7,53515,$0.53,5,49,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
135,naturals ice cream,368000,7,53515,$0.09,5,44,https://www.zomato.com/NaturalsCP,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
136,noida sector 18,450000,10,14080,$0.55,9,45,https://www.zomato.com/ncr/sector-18-noida-restaurants,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
137,be,550000,21,2365,$0.79,1,49,https://www.zomato.com/ncr/be-healthy-2-sector-51-noida,Noida,Unknown,Unknown,Unknown,Noida,Unknown
138,vi's,550000,7,25795,$0.60,1,51,https://www.zomato.com/hyderabad/vis-kitchen-manikonda,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
139,domino's pizza near me,368000,11,8865,$0.18,3,35,https://www.zomato.com/hyderabad/dominos-pizza-sd-road-secunderabad,Secunderabad,Unknown,Unknown,Unknown,Secunderabad,Unknown
140,bms chennai,450000,11,5085,$0.04,1,29,https://www.zomato.com/chennai/bms-barman-special-valasaravakkam/reviews,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
141,ice creams,550000,13,8865,$0.30,21,54,https://www.zomato.com/ncr/restaurants/ice-cream,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
142,panaji panaji,450000,38,945,$0.22,3,38,https://www.zomato.com/goa/panaji-restaurants,Panaji,Goa,India,West,Panaji,Restaurant
143,lulu mall kochi kerala,450000,20,2520,$0.04,5,44,https://www.zomato.com/kochi/restaurants/in/lulu,Kochi,Unknown,Unknown,Unknown,Kochi,Restaurant
144,mumbai central,450000,29,1080,$0.25,5,49,https://www.zomato.com/mumbai/restaurants/near/mumbai-central-station,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
145,nehru place new delhi delhi,450000,21,1935,$0.14,5,29,https://www.zomato.com/ncr/nehru-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
146,e trains,450000,40,945,$0.67,1,84,https://www.zomato.com/order-food-online-in-train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
147,nehru place new delhi delhi,450000,21,1935,$0.14,5,29,https://www.zomato.com/ncr/nehru-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
148,e trains,450000,40,945,$0.67,1,84,https://www.zomato.com/order-food-online-in-train,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
149,best meals near me,450000,5,136800,$0.17,11,38,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
150,best food restaurants near me,450000,4,136800,$0.23,14,39,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
151,tilak nagar delhi,450000,27,1080,$13.74,4,44,https://www.zomato.com/ncr/tilak-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
152,t nagar,450000,18,2655,$0.17,7,30,https://www.zomato.com/chennai/t-nagar-restaurants,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
153,nehru place in delhi,450000,18,2520,$0.12,4,25,https://www.zomato.com/ncr/nehru-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
154,lulu mall at kochi,450000,16,3375,$0.06,4,38,https://www.zomato.com/kochi/restaurants/in/lulu,Kochi,Unknown,Unknown,Unknown,Kochi,Restaurant
155,café coffee day,450000,11,21105,$0.37,3,43,https://www.zomato.com/mumbai/restaurants/cafe-coffee-day,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
156,sexy fish,450000,13,5085,$0.47,3,42,https://www.zomato.com/dubai/sexy-fish-difc,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
157,dilsukhnagar,450000,12,8865,$0.44,5,62,https://www.zomato.com/hyderabad/dilsukhnagar-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
158,zirakpur zirakpur,450000,39,945,$0.06,2,33,https://www.zomato.com/chandigarh/zirakpur-restaurants,Unknown,Chandigarh,India,North,Unknown,Restaurant
159,andheri,368000,23,1935,$0.10,11,64,https://www.zomato.com/mumbai/andheri-east-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
160,delhi tilak nagar,450000,20,1935,$0.14,5,19,https://www.zomato.com/ncr/tilak-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
161,coffee day cafe,450000,10,21105,$0.19,3,55,https://www.zomato.com/kanpur/cafe-coffee-day-1-mall-road,Kanpur,Unknown,Unknown,Unknown,Kanpur,Restaurant
162,pco,368000,19,2520,$0.28,2,61,https://www.zomato.com/mumbai/pco-lower-parel,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
163,best restaurants near me,450000,4,136800,$0.21,12,71,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
164,best meal near me,450000,2,136800,$0.17,11,38,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
